CEA-10068,CÉGEP Marie-Victorin,"7000 Rue Marie-Victorin, Montréal, QC, H1G 2J6",Level2,45.618641,-73.604986,"2,50 $ (CAD) par session"
CEA-11482,1101 | BSR | MN | 5195 Alfred,"5195 Alfred, Montréal, QC, H1G 5B9",Level2,45.60424,-73.628686,"1,00 $ (CAD) de l'heure"
CEA-11483,1101 | BSR | MN | 5195 Alfred,"5195 Alfred, Montréal, QC, H1G 5B9",Level2,45.60424,-73.628686,"1,00 $ (CAD) de l'heure"
CEA-180,1182 | BHR | MN | 12000 Rolland : Aréna Henri-Bourassa,"12000 Boulevard Rolland, Montréal-Nord, QC, H1H 1M6",Level2,45.615812,-73.620915,"2,50 $ (CAD) par session"
CEB-10172,St-Hubert - Pie-IX,"10495 boul. Pie-IX, Montréal-Nord, QC, H1H 4A3",Level2,45.587459564209,-73.6335830688477,"1,00 $ (CAD) de l'heure"
CEA-179,1180 | BHR | MN | 4243 de Charleroi : Hôtel de Ville,"4243 rue de Charleroi, Montréal, QC, H1H 5R5",Level2,45.594043,-73.63755,"2,50 $ (CAD) par session"
CEA-167,1180 | BHR | MN | 4243 de Charleroi : Hôtel de Ville,"4243 rue de Charleroi, Montréal, QC, H1H 5R5",Level2,45.594043,-73.63755,"2,50 $ (CAD) par session"
CEA-135,1081 | BHR | ANJ | 7800 Métropolitain Est : Centre communautaire,"7800 boul. Métropolitain Est, Montréal, QC, H1K 1A1",Level2,45.606483,-73.563324,"2,50 $ (CAD) par session"
CEA-089,1080 | BHR | ANJ | 8621 Avenue Chaumont (côté Nord),"8621 Avenue Chaumont, Montréal, QC, H1K 1N3",Level2,45.610535,-73.54809,"2,50 $ (CAD) par session"
CEA-433,St-Hubert - Honoré-Beaugrand,"7870 Sherbrooke Est , Montréal, QC, H1L 1A5",Level2,45.5957020632717,-73.5348584656952,"1,00 $ (CAD) de l'heure"
CEA-11140,423 | BSR | MHM | 9546 Sherbrooke E,"9546 Sherbrooke E, Montréal, QC, H1L 1E8",Level2,45.611736,-73.525782,"1,00 $ (CAD) de l'heure"
CEA-11142,423 | BSR | MHM | 9546 Sherbrooke E,"9546 Sherbrooke E, Montréal, QC, H1L 1E8",Level2,45.611736,-73.525782,"1,00 $ (CAD) de l'heure"
CEA-10322,402 | BSR | MHM | 8646 Hochelaga,"8646 Rue Hochelaga, Montréal, QC, H1L 2M4",Level2,45.600718,-73.519923,"1,00 $ (CAD) de l'heure"
CEA-10330,402 | BSR | MHM | 8646 Hochelaga,"8646 Rue Hochelaga, Montréal, QC, H1L 2M4",Level2,45.600718,-73.519923,"1,00 $ (CAD) de l'heure"
CEA-098,481 | BHR | MHM | 8780 Dubuisson : Aréna Clément-Jetté,"8780 avenue Dubuisson, Montréal, QC, H1L 2W6",Level2,45.601836,-73.516419,"2,50 $ (CAD) par session"
CEA-081,481 | BHR | MHM | 8780 Dubuisson : Aréna Clément-Jetté,"8780 avenue Dubuisson, Montréal, QC, H1L 2W6",Level2,45.601836,-73.516419,"2,50 $ (CAD) par session"
CEA-10777,418 | BSR | MHM | 8355 Notre-Dame,"8355 Notre-Dame, Montréal, QC, H1L 3L2",Level2,45.594272,-73.511316,"1,00 $ (CAD) de l'heure"
CEA-10747,418 | BSR | MHM | 8355 Notre-Dame,"8355 Notre-Dame, Montréal, QC, H1L 3L2",Level2,45.594272,-73.511316,"1,00 $ (CAD) de l'heure"
CEA-10736,418 | BSR | MHM | 8355 Notre-Dame,"8355 Notre-Dame, Montréal, QC, H1L 3L2",Level2,45.594272,-73.511316,"1,00 $ (CAD) de l'heure"
CEA-10299,418 | BSR | MHM | 8355 Notre-Dame,"8355 Notre-Dame, Montréal, QC, H1L 3L2",Level2,45.594272,-73.511316,"1,00 $ (CAD) de l'heure"
CEA-11194,425 | BSR | MHM | 369 Contrecoeur ,"369 Rue de Contrecoeur, Montréal, QC, H1L 3Y4",Level2,45.609253,-73.510823,"1,00 $ (CAD) de l'heure"
CEA-11003,425 | BSR | MHM | 369 Contrecoeur ,"369 Rue de Contrecoeur, Montréal, QC, H1L 3Y4",Level2,45.609253,-73.510823,"1,00 $ (CAD) de l'heure"
AAA-10295,FLO - CF Galeries d’Anjou,"7999 Boulevard des Galeries d'Anjou, Anjou, QC, H1M 1W9",Level2,45.599421,-73.56296,"1,25 $ (CAD) de l'heure"
AAA-10570,FLO - CF Galeries d’Anjou,"7999 Boulevard des Galeries d'Anjou, Anjou, QC, H1M 1W9",Level2,45.602637,-73.564912,"1,25 $ (CAD) de l'heure"
AAA-10299,FLO - CF Galeries d’Anjou,"7999 Boulevard des Galeries d'Anjou, Anjou, QC, H1M 1W9",Level2,45.599421,-73.56296,"1,25 $ (CAD) de l'heure"
AAC-00070,FLO - CF Galeries d’Anjou,"7999 Boulevard des Galeries d'Anjou, Anjou, QC, H1M 1W9",FastDC,45.599421,-73.56296,"15,00 $ (CAD) de l'heure"
AAA-10419,FLO - CF Galeries d’Anjou,"7999 Boulevard des Galeries d'Anjou, Anjou, QC, H1M 1W9",Level2,45.602637,-73.564912,"1,25 $ (CAD) de l'heure"
CEB-10009,RONA - Anjou,"7273 boul. des Galeries-d'Anjou, Anjou, QC, H1M 2W2",Level2,45.5977668762207,-73.5607376098633,"1,00 $ (CAD) de l'heure"
CEB-10023,RONA - Anjou,"7273 boul. des Galeries-d'Anjou, Anjou, QC, H1M 2W2",Level2,45.5977668762207,-73.5607376098633,"1,00 $ (CAD) de l'heure"
CEA-405,St-Hubert - Cadillac,"6225 rue Sherbrooke Est, Montréal, QC, H1N 1C3",Level2,45.579227,-73.54565,"1,00 $ (CAD) de l'heure"
CEB-10018,ARTM - Terminus Radisson,"7250 rue Sherbrooke Est, Montréal, QC, H1N 1E7",Level2,45.5899502624981,-73.5367756187916,"2,50 $ (CAD) par session"
CEB-10024,ARTM - Terminus Radisson,"7250 rue Sherbrooke Est, Montréal, QC, H1N 1E7",Level2,45.5899502624981,-73.5367756187916,"2,50 $ (CAD) par session"
CEA-11450,424 | BSR | MHM | 6040 La Fontaine,"6040 La Fontaine, Montréal, QC, H1N 2B6",Level2,45.570197,-73.525253,"1,00 $ (CAD) de l'heure"
CEA-11478,424 | BSR | MHM | 6040 La Fontaine,"6040 La Fontaine, Montréal, QC, H1N 2B6",Level2,45.570197,-73.525253,"1,00 $ (CAD) de l'heure"
AAA-400,Porte et Fenêtres de l'est inc.,"6051 rue Notre-Dame Est, Montréal, QC, H1N 2E8",Level2,45.569568,-73.521838,"2,50 $ (CAD) par session"
CEA-10877,416 | BSR | MHM | 5750 Pierre de Coubertin,"5750 Pierre de Coubertin, Montréal, QC, H1N 2K9",Level2,45.571544,-73.540664,"1,00 $ (CAD) de l'heure"
CEA-10879,416 | BSR | MHM | 5750 Pierre de Coubertin,"5750 Pierre de Coubertin, Montréal, QC, H1N 2K9",Level2,45.571544,-73.540664,"1,00 $ (CAD) de l'heure"
CEA-10867,5600.com,"5656 Hochelaga, Montréal, QC, H1N 3L7",Level2,45.56898,-73.538266,"1,00 $ (CAD) de l'heure"
CEC-00104,BRCC - 5600.com,"5656 Hochelaga, Montréal, QC, H1N 3L7",FastDC,45.56898,-73.538266,"10,00 $ (CAD) de l'heure"
CEA-10960,5600.com,"5656 Hochelaga, Montréal, QC, H1N 3L7",Level2,45.56898,-73.538266,"1,00 $ (CAD) de l'heure"
CEA-11443,1202 | BSR | SLE | 5275 Lavoisier,"5275 Lavoisier, Montréal, QC, H1R 1J5",Level2,45.590009,-73.606516,"1,00 $ (CAD) de l'heure"
CEA-11446,1202 | BSR | SLE | 5275 Lavoisier,"5275 Lavoisier, Montréal, QC, H1R 1J5",Level2,45.590009,-73.606516,"1,00 $ (CAD) de l'heure"
CEA-090,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC, H1R 1R1",Level2,45.58554,-73.59837,"2,50 $ (CAD) par session"
CEA-224,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC, H1R 1R1",Level2,45.58554,-73.59837,"2,50 $ (CAD) par session"
CEA-275,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC, H1R 1R1",Level2,45.58554,-73.59837,"2,50 $ (CAD) par session"
CEA-079,1280 | BHR | SLE | 5300 Robert : Aréna Martin-Brodeur,"5300 Boulevard Robert, St-Léonard, QC, H1R 1R1",Level2,45.58554,-73.59837,"2,50 $ (CAD) par session"
CEA-113,1282 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,"7755 Rue Colbert, Montréal, QC, H1R 2B6",Level2,45.574105,-73.59573,"2,50 $ (CAD) par session"
CEA-169,1282 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,"7755 Rue Colbert, Montréal, QC, H1R 2B6",Level2,45.574105,-73.59573,"2,50 $ (CAD) par session"
CEA-171,1282 | BHR | SLE | 7755 Colbert : Aréna Roberto-Luongo,"7755 Rue Colbert, Montréal, QC, H1R 2B6",Level2,45.574105,-73.59573,"2,50 $ (CAD) par session"
AAB-00207,Hamel Chevrolet,"9455 Boulevard Lacordaire, St-Léonard, QC, H1R 3E8",Level2,45.6004215980373,-73.6124082266427,"0,00 $ (CAD) par session"
AAB-00208,Hamel Chevrolet,"9455 Boulevard Lacordaire, St-Léonard, QC, H1R 3E8",Level2,45.60117942943,-73.6125095337296,"0,00 $ (CAD) par session"
CEB-10151,FCR - SAQ Jean-Talon,"7205 Boulevard Viau, Montréal, QC, H1S 0C1",Level2,45.575329,-73.58382,"1,00 $ (CAD) de l'heure"
CEA-467,St-Hubert - Viau,"7190 rue Michelet, Montréal, QC, H1S 3H4",Level2,45.575632,-73.582826,"1,00 $ (CAD) de l'heure"
CEA-10302,305 | BSR | RPP | 26e avenue,"6435 26e Avenue, Montréal, QC, H1T 3K7",Level2,45.564852,-73.577294,"1,00 $ (CAD) de l'heure"
CEA-10284,305 | BSR | RPP | 26e avenue,"6435 26e Avenue, Montréal, QC, H1T 3K7",Level2,45.564852,-73.577294,"1,00 $ (CAD) de l'heure"
CEA-10840,316 | BSR | RPP | 4300 Bélanger,"4300A Bélanger, Montréal, QC, H1T 3M1",Level2,45.566674,-73.585495,"1,00 $ (CAD) de l'heure"
CEA-10846,316 | BSR | RPP | 4300 Bélanger,"4300A Bélanger, Montréal, QC, H1T 3M1",Level2,45.566674,-73.585495,"1,00 $ (CAD) de l'heure"
CEA-11361,329 | BSR | RPP | 5918 24e Avenue,"5918 24e Avenue, Montréal, QC, H1T 3M3",Level2,45.562055,-73.573238,"1,00 $ (CAD) de l'heure"
CEA-11347,329 | BSR | RPP | 5918 24e Avenue,"5918 24e Avenue, Montréal, QC, H1T 3M3",Level2,45.562055,-73.573238,"1,00 $ (CAD) de l'heure"
CEA-10695,414 | BSR | MHM | 4217 Rue de Rouen,"4217 Rue de Rouen , Montréal, QC, H1V 1G7",Level2,45.552531,-73.544179,"1,00 $ (CAD) de l'heure"
CEA-10698,414 | BSR | MHM | 4217 Rue de Rouen,"4217 Rue de Rouen , Montréal, QC, H1V 1G7",Level2,45.552531,-73.544179,"1,00 $ (CAD) de l'heure"
CEA-10285,401 | BSR | MHM | 4119 Ontario Est,"4119 Rue Ontario E, Montréal, QC, H1V 1J7",Level2,45.55096,-73.540898,"1,00 $ (CAD) de l'heure"
CEA-10280,401 | BSR | MHM | 4119 Ontario Est,"4119 Rue Ontario E, Montréal, QC, H1V 1J7",Level2,45.55096,-73.540898,"1,00 $ (CAD) de l'heure"
CEA-11192,421 | BSR | MHM | 1401 De la Salle,"1401 Avenue de la Salle, Montréal, QC, H1V 2J4",Level2,45.550076,-73.534962,"1,00 $ (CAD) de l'heure"
CEA-11205,421 | BSR | MHM | 1401 De la Salle,"1401 Avenue de la Salle, Montréal, QC, H1V 2J4",Level2,45.550076,-73.534962,"1,00 $ (CAD) de l'heure"
CEA-10293,407 | BSR | MHM | 1407 William David,"1407 Avenue William-David, Montréal, QC, H1V 2R5",Level2,45.552578,-73.53335,"1,00 $ (CAD) de l'heure"
CEA-10281,407 | BSR | MHM | 1407 William David,"1407 Avenue William-David, Montréal, QC, H1V 2R5",Level2,45.552578,-73.53335,"1,00 $ (CAD) de l'heure"
CEA-10600,415 | BSR | MHM | 2251 Aird,"2251 Aird, Montréal, QC, H1V 2W4",Level2,45.556959,-73.541658,"1,00 $ (CAD) de l'heure"
CEA-10640,415 | BSR | MHM | 2251 Aird,"2251 Aird, Montréal, QC, H1V 2W4",Level2,45.556959,-73.541658,"1,00 $ (CAD) de l'heure"
CEA-10296,405 | BSR | MHM | 2002 Leclaire,"2002 Rue Leclaire, Montréal, QC, H1V 2Z9",Level2,45.557123,-73.537115,"1,00 $ (CAD) de l'heure"
CEA-10744,405 | BSR | MHM | 2002 Leclaire,"2002 Rue Leclaire, Montréal, QC, H1V 2Z9",Level2,45.557123,-73.537115,"1,00 $ (CAD) de l'heure"
CEA-10694,417 | BSR | MHM | 4800 Ste-Catherine,"4800 Ste-Catherine, Montréal, QC, H1V 3A9",Level2,45.555773,-73.530447,"1,00 $ (CAD) de l'heure"
CEA-10696,417 | BSR | MHM | 4800 Ste-Catherine,"4800 Ste-Catherine, Montréal, QC, H1V 3A9",Level2,45.555773,-73.530447,"1,00 $ (CAD) de l'heure"
CEA-10270,405 | BSR | MHM | 2500 Théodore,"2500 Rue Théodore, Montréal, QC, H1V 3C6",Level2,45.560128,-73.543732,"1,00 $ (CAD) de l'heure"
CEA-10288,405 | BSR | MHM | 2500 Théodore,"2500 Rue Théodore, Montréal, QC, H1V 3C6",Level2,45.560128,-73.543732,"1,00 $ (CAD) de l'heure"
CEA-10685,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10812,RIO - Parc Olympique 2,"3200 Rue Viau , Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10683,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10903,RIO - Parc Olympique 2,"3200 Rue Viau, Montréal, QC, H1V 3J3",Level2,45.560388,-73.55135,"2,50 $ (CAD) par session"
CEA-10634,482 | BHR | MHM | 3000 Viau : Centre Pierre-Charbonneau - Espace pour la vie,"3000 rue Viau, Montréal, QC, H1V 3J3",Level2,45.5624923698896,-73.5493068134308,"2,50 $ (CAD) par session"
